Trial	Day	Infected	Susceptible	Recovered
1	124	142	1739	8119
1	125	134	1713	8153
1	126	141	1674	8185
1	127	132	1644	8224
1	128	117	1622	8261
1	129	110	1603	8287
1	130	103	1571	8326
1	131	99	1545	8356
1	132	109	1513	8378
1	133	118	1485	8397
1	134	104	1467	8429
1	135	102	1443	8455
1	136	84	1429	8487
1	137	76	1409	8515
1	138	83	1384	8533
1	139	83	1360	8557
1	140	96	1333	8571
1	141	97	1312	8591
1	142	89	1295	8616
1	143	85	1275	8640
1	144	75	1258	8667
1	145	80	1232	8688
1	146	93	1202	8705
1	147	103	1172	8725
1	148	107	1151	8742
1	149	108	1124	8768
1	150	99	1103	8798
1	151	89	1083	8828
1	152	90	1061	8849
1	153	81	1043	8876
1	154	75	1028	8897
1	155	77	1006	8917
1	156	77	984	8939
1	157	75	968	8957
1	158	68	960	8972
1	159	61	945	8994
1	160	61	923	9016
1	161	55	913	9032
1	162	61	899	9040
1	163	60	885	9055
1	164	57	866	9077
1	165	57	856	9087
1	166	60	839	9101
1	167	65	820	9115
1	168	60	806	9134
1	169	68	788	9144
1	170	62	777	9161
1	171	56	764	9180
1	172	59	747	9194
1	173	52	736	9212
1	174	59	718	9223
1	175	61	703	9236
1	176	57	690	9253
1	177	64	672	9264
1	178	61	657	9282
1	179	58	645	9297
1	180	53	637	9310
1	181	49	623	9328
1	182	45	612	9343
1	183	43	602	9355
1	184	44	593	9363
1	185	40	583	9377
1	186	40	572	9388
1	187	36	566	9398
1	188	37	556	9407
1	189	34	549	9417
1	190	29	543	9428
1	191	26	540	9434
1	192	17	539	9444
1	193	12	537	9451
1	194	9	534	9457
1	195	7	533	9460
1	196	8	531	9461
1	197	7	530	9463
1	198	6	528	9466
1	199	8	525	9467
1	200	6	525	9469
1	201	5	525	9470
1	202	3	525	9472
1	203	0	525	9475
2	0	10	9990	0
2	1	20	9980	0
2	2	41	9959	0
2	3	67	9933	0
2	4	84	9906	10
2	5	105	9875	20
2	6	128	9831	41
2	7	148	9785	67
2	8	171	9735	94
2	9	196	9679	125
2	10	212	9619	169
2	11	229	9556	215
2	12	243	9492	265
2	13	270	9409	321
2	14	289	9330	381
2	15	299	9257	444
2	16	302	9190	508
2	17	313	9096	591
2	18	295	9035	670
2	19	303	8954	743
2	20	323	8867	810
2	21	306	8790	904
2	22	330	8705	965
2	23	312	8642	1046
2	24	312	8555	1133
2	25	310	8480	1210
2	26	316	8389	1295
2	27	327	8315	1358
2	28	315	8240	1445
2	29	316	8164	1520
2	30	287	8102	1611
2	31	286	8029	1685
2	32	298	7942	1760
2	33	294	7870	1836
2	34	315	7787	1898
2	35	328	7701	1971
2	36	328	7614	2058
2	37	334	7536	2130
2	38	336	7451	2213
2	39	337	7364	2299
2	40	351	7263	2386
2	41	371	7165	2464
2	42	396	7055	2549
2	43	393	6971	2636
2	44	390	6873	2737
2	45	382	6783	2835
2	46	366	6689	2945
2	47	366	6605	3029
2	48	357	6516	3127
2	49	389	6394	3217
2	50	429	6260	3311
2	51	461	6144	3395
2	52	493	6023	3484
2	53	476	5918	3606
2	54	443	5817	3740
2	55	440	5704	3856
2	56	444	5579	3977
2	57	453	5465	4082
2	58	468	5349	4183
2	59	472	5232	4296
2	60	478	5101	4421
2	61	488	4977	4535
2	62	492	4857	4651
2	63	496	4736	4768
2	64	462	4639	4899
2	65	475	4502	5023
2	66	474	4383	5143
2	67	456	4280	5264
2	68	469	4170	5361
2	69	462	4040	5498
2	70	473	3910	5617
2	71	457	3823	5720
2	72	484	3686	5830
2	73	466	3574	5960
2	74	426	3484	6090
2	75	437	3386	6177
2	76	406	3280	6314
2	77	401	3173	6426
2	78	405	3079	6516
2	79	423	2963	6614
2	80	424	2856	6720
2	81	414	2759	6827
2	82	425	2654	6921
2	83	388	2575	7037
2	84	382	2474	7144
2	85	397	2362	7241
2	86	391	2263	7346
2	87	411	2164	7425
2	88	421	2053	7526
2	89	429	1933	7638
2	90	430	1833	7737
2	91	443	1721	7836
2	92	432	1621	7947
2	93	427	1506	8067
2	94	409	1424	8167
2	95	405	1316	8279
2	96	415	1206	8379
2	97	386	1120	8494
2	98	389	1035	8576
2	99	348	968	8684
2	100	316	890	8794
2	101	296	824	8880
2	102	270	765	8965
2	103	247	721	9032
2	104	207	683	9110
2	105	186	638	9176
2	106	159	606	9235
2	107	141	580	9279
2	108	115	568	9317
2	109	83	555	9362
2	110	64	542	9394
2	111	43	537	9420
2	112	41	527	9432
2	113	35	520	9445
2	114	28	514	9458
2	115	26	511	9463
2	116	23	504	9473
2	117	16	504	9480
2	118	11	503	9486
2	119	9	502	9489
2	120	3	501	9496
2	121	3	501	9496
2	122	2	501	9497
2	123	1	501	9498
2	124	0	501	9499
3	0	10	9990	0
3	1	20	9980	0
3	2	41	9959	0
3	3	67	9933	0
3	4	84	9906	10
3	5	105	9875	20
3	6	128	9831	41
3	7	148	9785	67
3	8	171	9735	94
3	9	196	9679	125
3	10	212	9619	169
3	11	229	9556	215
3	12	243	9492	265
3	13	270	9409	321
3	14	289	9330	381
3	15	299	9257	444
3	16	302	9190	508
3	17	313	9096	591
3	18	295	9035	670
3	19	303	8954	743
3	20	323	8867	810
3	21	306	8790	904
3	22	330	8705	965
3	23	312	8642	1046
3	24	312	8555	1133
3	25	310	8480	1210
3	26	316	8389	1295
3	27	327	8315	1358
3	28	315	8240	1445
3	29	316	8164	1520
3	30	287	8102	1611
3	31	286	8029	1685
3	32	298	7942	1760
3	33	294	7870	1836
3	34	315	7787	1898
3	35	328	7701	1971
3	36	328	7614	2058
3	37	334	7536	2130
3	38	336	7451	2213
3	39	337	7364	2299
3	40	351	7263	2386
3	41	371	7165	2464
3	42	396	7055	2549
3	43	393	6971	2636
3	44	390	6873	2737
3	45	382	6783	2835
3	46	366	6689	2945
3	47	366	6605	3029
3	48	357	6516	3127
3	49	389	6394	3217
3	50	429	6260	3311
3	51	461	6144	3395
3	52	493	6023	3484
3	53	476	5918	3606
3	54	443	5817	3740
3	55	440	5704	3856
3	56	444	5579	3977
3	57	453	5465	4082
3	58	468	5349	4183
3	59	472	5232	4296
3	60	478	5101	4421
3	61	488	4977	4535
3	62	492	4857	4651
3	63	496	4736	4768
3	64	462	4639	4899
3	65	475	4502	5023
3	66	474	4383	5143
3	67	456	4280	5264
3	68	469	4170	5361
3	69	462	4040	5498
3	70	473	3910	5617
3	71	457	3823	5720
3	72	484	3686	5830
3	73	466	3574	5960
3	74	426	3484	6090
3	75	437	3386	6177
3	76	406	3280	6314
3	77	401	3173	6426
3	78	405	3079	6516
3	79	423	2963	6614
3	80	424	2856	6720
3	81	414	2759	6827
3	82	425	2654	6921
3	83	388	2575	7037
3	84	382	2474	7144
3	85	397	2362	7241
3	86	391	2263	7346
3	87	411	2164	7425
3	88	421	2053	7526
3	89	429	1933	7638
3	90	430	1833	7737
3	91	443	1721	7836
3	92	432	1621	7947
3	93	427	1506	8067
3	94	409	1424	8167
3	95	405	1316	8279
3	96	415	1206	8379
3	97	386	1120	8494
3	98	389	1035	8576
3	99	348	968	8684
3	100	316	890	8794
3	101	296	824	8880
3	102	270	765	8965
3	103	247	721	9032
3	104	207	683	9110
3	105	186	638	9176
3	106	159	606	9235
3	107	141	580	9279
3	108	115	568	9317
3	109	83	555	9362
3	110	64	542	9394
3	111	43	537	9420
3	112	41	527	9432
3	113	35	520	9445
3	114	28	514	9458
3	115	26	511	9463
3	116	23	504	9473
3	117	16	504	9480
3	118	11	503	9486
3	119	9	502	9489
3	120	3	501	9496
3	121	3	501	9496
3	122	2	501	9497
3	123	1	501	9498
3	124	0	501	9499
4	0	10	9990	0
4	1	20	9980	0
4	2	41	9959	0
4	3	67	9933	0
4	4	84	9906	10
4	5	105	9875	20
4	6	128	9831	41
4	7	148	9785	67
4	8	171	9735	94
4	9	196	9679	125
4	10	212	9619	169
4	11	229	9556	215
4	12	243	9492	265
4	13	270	9409	321
4	14	289	9330	381
4	15	299	9257	444
4	16	302	9190	508
4	17	313	9096	591
4	18	295	9035	670
4	19	303	8954	743
4	20	323	8867	810
4	21	306	8790	904
4	22	330	8705	965
4	23	312	8642	1046
4	24	312	8555	1133
4	25	310	8480	1210
4	26	316	8389	1295
4	27	327	8315	1358
4	28	315	8240	1445
4	29	316	8164	1520
4	30	287	8102	1611
4	31	286	8029	1685
4	32	298	7942	1760
4	33	294	7870	1836
4	34	315	7787	1898
4	35	328	7701	1971
4	36	328	7614	2058
4	37	334	7536	2130
4	38	336	7451	2213
4	39	337	7364	2299
4	40	351	7263	2386
4	41	371	7165	2464
4	42	396	7055	2549
4	43	393	6971	2636
4	44	390	6873	2737
4	45	382	6783	2835
4	46	366	6689	2945
4	47	366	6605	3029
4	48	357	6516	3127
4	49	389	6394	3217
4	50	429	6260	3311
4	51	461	6144	3395
4	52	493	6023	3484
4	53	476	5918	3606
4	54	443	5817	3740
4	55	440	5704	3856
4	56	444	5579	3977
4	57	453	5465	4082
4	58	468	5349	4183
4	59	472	5232	4296
4	60	478	5101	4421
4	61	488	4977	4535
4	62	492	4857	4651
4	63	496	4736	4768
4	64	462	4639	4899
4	65	475	4502	5023
4	66	474	4383	5143
4	67	456	4280	5264
4	68	469	4170	5361
4	69	462	4040	5498
4	70	473	3910	5617
4	71	457	3823	5720
4	72	484	3686	5830
4	73	466	3574	5960
4	74	426	3484	6090
4	75	437	3386	6177
4	76	406	3280	6314
4	77	401	3173	6426
4	78	405	3079	6516
4	79	423	2963	6614
4	80	424	2856	6720
4	81	414	2759	6827
4	82	425	2654	6921
4	83	388	2575	7037
4	84	382	2474	7144
4	85	397	2362	7241
4	86	391	2263	7346
4	87	411	2164	7425
4	88	421	2053	7526
4	89	429	1933	7638
4	90	430	1833	7737
4	91	443	1721	7836
4	92	432	1621	7947
4	93	427	1506	8067
4	94	409	1424	8167
4	95	405	1316	8279
4	96	415	1206	8379
4	97	386	1120	8494
4	98	389	1035	8576
4	99	348	968	8684
4	100	316	890	8794
4	101	296	824	8880
4	102	270	765	8965
4	103	247	721	9032
4	104	207	683	9110
4	105	186	638	9176
4	106	159	606	9235
4	107	141	580	9279
4	108	115	568	9317
4	109	83	555	9362
4	110	64	542	9394
4	111	43	537	9420
4	112	41	527	9432
4	113	35	520	9445
4	114	28	514	9458
4	115	26	511	9463
4	116	23	504	9473
4	117	16	504	9480
4	118	11	503	9486
4	119	9	502	9489
4	120	3	501	9496
4	121	3	501	9496
4	122	2	501	9497
4	123	1	501	9498
4	124	0	501	9499
5	0	10	9990	0
5	1	20	9980	0
5	2	41	9959	0
5	3	67	9933	0
5	4	84	9906	10
5	5	105	9875	20
5	6	128	9831	41
5	7	148	9785	67
5	8	171	9735	94
5	9	196	9679	125
5	10	212	9619	169
5	11	229	9556	215
5	12	243	9492	265
5	13	270	9409	321
5	14	289	9330	381
5	15	299	9257	444
5	16	302	9190	508
5	17	313	9096	591
5	18	295	9035	670
5	19	303	8954	743
5	20	323	8867	810
5	21	306	8790	904
5	22	330	8705	965
5	23	312	8642	1046
5	24	312	8555	1133
5	25	310	8480	1210
5	26	316	8389	1295
5	27	327	8315	1358
5	28	315	8240	1445
5	29	316	8164	1520
5	30	287	8102	1611
5	31	286	8029	1685
5	32	298	7942	1760
5	33	294	7870	1836
5	34	315	7787	1898
5	35	328	7701	1971
5	36	328	7614	2058
5	37	334	7536	2130
5	38	336	7451	2213
5	39	337	7364	2299
5	40	351	7263	2386
5	41	371	7165	2464
5	42	396	7055	2549
5	43	393	6971	2636
5	44	390	6873	2737
5	45	382	6783	2835
5	46	366	6689	2945
5	47	366	6605	3029
5	48	357	6516	3127
5	49	389	6394	3217
5	50	429	6260	3311
5	51	461	6144	3395
5	52	493	6023	3484
5	53	476	5918	3606
5	54	443	5817	3740
5	55	440	5704	3856
5	56	444	5579	3977
5	57	453	5465	4082
5	58	468	5349	4183
5	59	472	5232	4296
5	60	478	5101	4421
5	61	488	4977	4535
5	62	492	4857	4651
5	63	496	4736	4768
5	64	462	4639	4899
5	65	475	4502	5023
5	66	474	4383	5143
5	67	456	4280	5264
5	68	469	4170	5361
5	69	462	4040	5498
5	70	473	3910	5617
5	71	457	3823	5720
5	72	484	3686	5830
5	73	466	3574	5960
5	74	426	3484	6090
5	75	437	3386	6177
5	76	406	3280	6314
5	77	401	3173	6426
5	78	405	3079	6516
5	79	423	2963	6614
5	80	424	2856	6720
5	81	414	2759	6827
5	82	425	2654	6921
5	83	388	2575	7037
5	84	382	2474	7144
5	85	397	2362	7241
5	86	391	2263	7346
5	87	411	2164	7425
5	88	421	2053	7526
5	89	429	1933	7638
5	90	430	1833	7737
5	91	443	1721	7836
5	92	432	1621	7947
5	93	427	1506	8067
5	94	409	1424	8167
5	95	405	1316	8279
5	96	415	1206	8379
5	97	386	1120	8494
5	98	389	1035	8576
5	99	348	968	8684
5	100	316	890	8794
5	101	296	824	8880
5	102	270	765	8965
5	103	247	721	9032
5	104	207	683	9110
5	105	186	638	9176
5	106	159	606	9235
5	107	141	580	9279
5	108	115	568	9317
5	109	83	555	9362
5	110	64	542	9394
5	111	43	537	9420
5	112	41	527	9432
5	113	35	520	9445
5	114	28	514	9458
5	115	26	511	9463
5	116	23	504	9473
5	117	16	504	9480
5	118	11	503	9486
5	119	9	502	9489
5	120	3	501	9496
5	121	3	501	9496
5	122	2	501	9497
5	123	1	501	9498
5	124	0	501	9499
6	0	10	9990	0
6	1	20	9980	0
6	2	41	9959	0
6	3	67	9933	0
6	4	84	9906	10
6	5	105	9875	20
6	6	128	9831	41
6	7	148	9785	67
6	8	171	9735	94
6	9	196	9679	125
6	10	212	9619	169
6	11	229	9556	215
6	12	243	9492	265
6	13	270	9409	321
6	14	289	9330	381
6	15	299	9257	444
6	16	302	9190	508
6	17	313	9096	591
6	18	295	9035	670
6	19	303	8954	743
6	20	323	8867	810
6	21	306	8790	904
6	22	330	8705	965
6	23	312	8642	1046
6	24	312	8555	1133
6	25	310	8480	1210
6	26	316	8389	1295
6	27	327	8315	1358
6	28	315	8240	1445
6	29	316	8164	1520
6	30	287	8102	1611
6	31	286	8029	1685
6	32	298	7942	1760
6	33	294	7870	1836
6	34	315	7787	1898
6	35	328	7701	1971
6	36	328	7614	2058
6	37	334	7536	2130
6	38	336	7451	2213
6	39	337	7364	2299
6	40	351	7263	2386
6	41	371	7165	2464
6	42	396	7055	2549
6	43	393	6971	2636
6	44	390	6873	2737
6	45	382	6783	2835
6	46	366	6689	2945
6	47	366	6605	3029
6	48	357	6516	3127
6	49	389	6394	3217
6	50	429	6260	3311
6	51	461	6144	3395
6	52	493	6023	3484
6	53	476	5918	3606
6	54	443	5817	3740
6	55	440	5704	3856
6	56	444	5579	3977
6	57	453	5465	4082
6	58	468	5349	4183
6	59	472	5232	4296
6	60	478	5101	4421
6	61	488	4977	4535
6	62	492	4857	4651
6	63	496	4736	4768
6	64	462	4639	4899
6	65	475	4502	5023
6	66	474	4383	5143
6	67	456	4280	5264
6	68	469	4170	5361
6	69	462	4040	5498
6	70	473	3910	5617
6	71	457	3823	5720
6	72	484	3686	5830
6	73	466	3574	5960
6	74	426	3484	6090
6	75	437	3386	6177
6	76	406	3280	6314
6	77	401	3173	6426
6	78	405	3079	6516
6	79	423	2963	6614
6	80	424	2856	6720
6	81	414	2759	6827
6	82	425	2654	6921
6	83	388	2575	7037
6	84	382	2474	7144
6	85	397	2362	7241
6	86	391	2263	7346
6	87	411	2164	7425
6	88	421	2053	7526
6	89	429	1933	7638
6	90	430	1833	7737
6	91	443	1721	7836
6	92	432	1621	7947
6	93	427	1506	8067
6	94	409	1424	8167
6	95	405	1316	8279
6	96	415	1206	8379
6	97	386	1120	8494
6	98	389	1035	8576
6	99	348	968	8684
6	100	316	890	8794
6	101	296	824	8880
6	102	270	765	8965
6	103	247	721	9032
6	104	207	683	9110
6	105	186	638	9176
6	106	159	606	9235
6	107	141	580	9279
6	108	115	568	9317
6	109	83	555	9362
6	110	64	542	9394
6	111	43	537	9420
6	112	41	527	9432
6	113	35	520	9445
6	114	28	514	9458
6	115	26	511	9463
6	116	23	504	9473
6	117	16	504	9480
6	118	11	503	9486
6	119	9	502	9489
6	120	3	501	9496
6	121	3	501	9496
6	122	2	501	9497
6	123	1	501	9498
6	124	0	501	9499
7	0	10	9990	0
7	1	16	9984	0
7	2	32	9968	0
7	3	56	9944	0
7	4	70	9920	10
7	5	79	9905	16
7	6	94	9874	32
7	7	116	9828	56
7	8	134	9786	80
7	9	172	9733	95
7	10	197	9677	126
7	11	226	9602	172
7	12	233	9553	214
7	13	248	9485	267
7	14	262	9415	323
7	15	279	9323	398
7	16	346	9207	447
7	17	391	9094	515
7	18	474	8941	585
7	19	507	8816	677
7	20	532	8675	793
7	21	528	8566	906
7	22	485	8456	1059
7	23	463	8353	1184
7	24	425	8250	1325
7	25	393	8173	1434
7	26	384	8072	1544
7	27	381	7972	1647
7	28	380	7870	1750
7	29	406	7767	1827
7	30	413	7659	1928
7	31	429	7543	2028
7	32	434	7436	2130
7	33	419	7348	2233
7	34	433	7226	2341
7	35	414	7129	2457
7	36	395	7041	2564
7	37	398	6950	2652
7	38	359	6867	2774
7	39	352	6777	2871
7	40	349	6692	2959
7	41	336	6614	3050
7	42	330	6537	3133
7	43	339	6438	3223
7	44	394	6298	3308
7	45	384	6230	3386
7	46	399	6138	3463
7	47	382	6056	3562
7	48	343	5955	3702
7	49	345	5885	3770
7	50	363	5775	3862
7	51	341	5715	3944
7	52	315	5640	4045
7	53	310	5575	4115
7	54	274	5501	4225
7	55	277	5438	4285
7	56	289	5351	4360
7	57	297	5278	4425
7	58	303	5198	4499
7	59	302	5136	4562
7	60	290	5061	4649
7	61	301	4977	4722
7	62	301	4897	4802
7	63	328	4808	4864
7	64	330	4731	4939
7	65	309	4668	5023
7	66	281	4616	5103
7	67	274	4534	5192
7	68	261	4470	5269
7	69	260	4408	5332
7	70	266	4350	5384
7	71	241	4293	5466
7	72	230	4240	5530
7	73	212	4196	5592
7	74	198	4152	5650
7	75	200	4093	5707
7	76	189	4051	5760
7	77	194	4002	5804
7	78	189	3963	5848
7	79	196	3897	5907
7	80	210	3841	5949
7	81	211	3791	5998
7	82	241	3722	6037
7	83	231	3666	6103
7	84	225	3616	6159
7	85	217	3574	6209
7	86	197	3525	6278
7	87	190	3476	6334
7	88	178	3438	6384
7	89	196	3378	6426
7	90	200	3325	6475
7	91	207	3269	6524
7	92	220	3218	6562
7	93	212	3166	6622
7	94	216	3109	6675
7	95	205	3064	6731
7	96	208	3010	6782
7	97	215	2951	6834
7	98	204	2905	6891
7	99	196	2868	6936
7	100	201	2809	6990
7	101	203	2748	7049
7	102	205	2700	7095
7	103	220	2648	7132
7	104	209	2600	7191
7	105	183	2565	7252
7	106	183	2517	7300
7	107	182	2466	7352
7	108	181	2419	7400
7	109	182	2383	7435
7	110	178	2339	7483
7	111	180	2286	7534
7	112	160	2259	7581
7	113	161	2222	7617
7	114	162	2177	7661
7	115	140	2146	7714
7	116	148	2111	7741
7	117	141	2081	7778
7	118	135	2042	7823
7	119	137	2009	7854
7	120	144	1967	7889
7	121	148	1933	7919
7	122	145	1897	7958
7	123	144	1865	7991
7	124	131	1836	8033
7	125	132	1801	8067
7	126	137	1760	8103
7	127	146	1719	8135
7	128	145	1691	8164
7	129	142	1659	8199
7	130	138	1622	8240
7	131	126	1593	8281
7	132	138	1553	8309
7	133	133	1526	8341
7	134	124	1498	8378
7	135	118	1475	8407
7	136	96	1457	8447
7	137	98	1428	8474
7	138	99	1399	8502
7	139	101	1374	8525
7	140	115	1342	8543
7	141	106	1322	8572
7	142	92	1307	8601
7	143	85	1289	8626
7	144	80	1262	8658
7	145	85	1237	8678
7	146	99	1208	8693
7	147	118	1171	8711
7	148	130	1132	8738
7	149	126	1111	8763
7	150	118	1090	8792
7	151	101	1070	8829
7	152	81	1051	8868
7	153	77	1034	8889
7	154	75	1015	8910
7	155	84	986	8930
7	156	84	967	8949
7	157	88	946	8966
7	158	79	936	8985
7	159	73	913	9014
7	160	73	894	9033
7	161	63	883	9054
7	162	69	867	9064
7	163	64	849	9087
7	164	59	835	9106
7	165	63	820	9117
7	166	58	809	9133
7	167	55	794	9151
7	168	49	786	9165
7	169	49	771	9180
7	170	50	759	9191
7	171	46	748	9206
7	172	53	733	9214
7	173	54	717	9229
7	174	54	705	9241
7	175	53	695	9252
7	176	44	689	9267
7	177	34	683	9283
7	178	31	674	9295
7	179	28	667	9305
7	180	30	659	9311
7	181	34	649	9317
7	182	37	637	9326
7	183	35	632	9333
7	184	40	619	9341
7	185	42	607	9351
7	186	38	599	9363
7	187	42	590	9368
7	188	35	584	9381
7	189	31	576	9393
7	190	29	570	9401
7	191	26	564	9410
7	192	27	557	9416
7	193	22	554	9424
7	194	18	552	9430
7	195	15	549	9436
7	196	11	546	9443
7	197	8	546	9446
7	198	6	546	9448
7	199	3	546	9451
7	200	0	546	9454
8	0	10	9990	0
8	1	16	9984	0
8	2	32	9968	0
8	3	56	9944	0
8	4	70	9920	10
8	5	79	9905	16
8	6	94	9874	32
8	7	116	9828	56
8	8	134	9786	80
8	9	172	9733	95
8	10	197	9677	126
8	11	226	9602	172
8	12	233	9553	214
8	13	248	9485	267
8	14	262	9415	323
8	15	279	9323	398
8	16	346	9207	447
8	17	391	9094	515
8	18	474	8941	585
8	19	507	8816	677
8	20	532	8675	793
8	21	528	8566	906
8	22	485	8456	1059
8	23	463	8353	1184
8	24	425	8250	1325
8	25	393	8173	1434
8	26	384	8072	1544
8	27	381	7972	1647
8	28	380	7870	1750
8	29	406	7767	1827
8	30	413	7659	1928
8	31	429	7543	2028
8	32	434	7436	2130
8	33	419	7348	2233
8	34	433	7226	2341
8	35	414	7129	2457
8	36	395	7041	2564
8	37	398	6950	2652
8	38	359	6867	2774
8	39	352	6777	2871
8	40	349	6692	2959
8	41	336	6614	3050
8	42	330	6537	3133
8	43	339	6438	3223
8	44	394	6298	3308
8	45	384	6230	3386
8	46	399	6138	3463
8	47	382	6056	3562
8	48	343	5955	3702
8	49	345	5885	3770
8	50	363	5775	3862
8	51	341	5715	3944
8	52	315	5640	4045
8	53	310	5575	4115
8	54	274	5501	4225
8	55	277	5438	4285
8	56	289	5351	4360
8	57	297	5278	4425
8	58	303	5198	4499
8	59	302	5136	4562
8	60	290	5061	4649
8	61	301	4977	4722
8	62	301	4897	4802
8	63	328	4808	4864
8	64	330	4731	4939
8	65	309	4668	5023
8	66	281	4616	5103
8	67	274	4534	5192
8	68	261	4470	5269
8	69	260	4408	5332
8	70	266	4350	5384
8	71	241	4293	5466
8	72	230	4240	5530
8	73	212	4196	5592
8	74	198	4152	5650
8	75	200	4093	5707
8	76	189	4051	5760
8	77	194	4002	5804
8	78	189	3963	5848
8	79	196	3897	5907
8	80	210	3841	5949
8	81	211	3791	5998
8	82	241	3722	6037
8	83	231	3666	6103
8	84	225	3616	6159
8	85	217	3574	6209
8	86	197	3525	6278
8	87	190	3476	6334
8	88	178	3438	6384
8	89	196	3378	6426
8	90	200	3325	6475
8	91	207	3269	6524
8	92	220	3218	6562
8	93	212	3166	6622
8	94	216	3109	6675
8	95	205	3064	6731
8	96	208	3010	6782
8	97	215	2951	6834
8	98	204	2905	6891
8	99	196	2868	6936
8	100	201	2809	6990
8	101	203	2748	7049
8	102	205	2700	7095
8	103	220	2648	7132
8	104	209	2600	7191
8	105	183	2565	7252
8	106	183	2517	7300
8	107	182	2466	7352
8	108	181	2419	7400
8	109	182	2383	7435
8	110	178	2339	7483
8	111	180	2286	7534
8	112	160	2259	7581
8	113	161	2222	7617
8	114	162	2177	7661
8	115	140	2146	7714
8	116	148	2111	7741
8	117	141	2081	7778
8	118	135	2042	7823
8	119	137	2009	7854
8	120	144	1967	7889
8	121	148	1933	7919
8	122	145	1897	7958
8	123	144	1865	7991
8	124	131	1836	8033
8	125	132	1801	8067
8	126	137	1760	8103
8	127	146	1719	8135
8	128	145	1691	8164
8	129	142	1659	8199
8	130	138	1622	8240
8	131	126	1593	8281
8	132	138	1553	8309
8	133	133	1526	8341
8	134	124	1498	8378
8	135	118	1475	8407
8	136	96	1457	8447
8	137	98	1428	8474
8	138	99	1399	8502
8	139	101	1374	8525
8	140	115	1342	8543
8	141	106	1322	8572
8	142	92	1307	8601
8	143	85	1289	8626
8	144	80	1262	8658
8	145	85	1237	8678
8	146	99	1208	8693
8	147	118	1171	8711
8	148	130	1132	8738
8	149	126	1111	8763
8	150	118	1090	8792
8	151	101	1070	8829
8	152	81	1051	8868
8	153	77	1034	8889
8	154	75	1015	8910
8	155	84	986	8930
8	156	84	967	8949
8	157	88	946	8966
8	158	79	936	8985
8	159	73	913	9014
8	160	73	894	9033
8	161	63	883	9054
8	162	69	867	9064
8	163	64	849	9087
8	164	59	835	9106
8	165	63	820	9117
8	166	58	809	9133
