Trial	Day	Infected	Vaccinated	VaxProb
2	18	0	6121	3879	5831
3	0	1200	8800	0	0
3	1	1811	8189	0	1473
3	2	2425	7575	0	2617
3	3	2877	7123	0	3468
3	4	3246	6754	0	4062
3	5	2328	6499	1173	4465
3	6	1836	6353	1811	4792
3	7	1335	6240	2425	5036
3	8	945	6178	2877	5232
3	9	598	6156	3246	5367
3	10	362	6137	3501	5471
3	11	225	6128	3647	5548
3	12	116	6124	3760	5623
3	13	57	6121	3822	5671
3	14	35	6121	3844	5728
3	15	16	6121	3863	5763
3	16	7	6121	3872	5785
3	17	3	6121	3876	5808
3	18	0	6121	3879	5831
4	0	1200	8800	0	0
4	1	1902	8098	0	1627
4	2	2615	7385	0	2857
4	3	3053	6947	0	3650
4	4	3347	6653	0	4161
4	5	2397	6407	1196	4598
4	6	1855	6243	1902	4906
4	7	1205	6180	2615	5119
4	8	813	6134	3053	5270
4	9	540	6113	3347	5393
4	10	311	6096	3593	5485
4	11	152	6091	3757	5568
4	12	92	6088	3820	5634
4	13	46	6088	3866	5680
4	14	25	6088	3887	5720
4	15	8	6088	3904	5748
4	16	4	6087	3909	5775
4	17	1	6087	3912	5801
4	18	1	6087	3912	5818
4	19	1	6087	3912	5835
4	20	1	6087	3912	5846
4	21	0	6087	3913	5855
5	0	1200	8800	0	0
5	1	1902	8098	0	1627
5	2	2615	7385	0	2857
5	3	3053	6947	0	3650
5	4	3347	6653	0	4161
5	5	2397	6407	1196	4598
5	6	1855	6243	1902	4906
5	7	1205	6180	2615	5119
5	8	813	6134	3053	5270
5	9	540	6113	3347	5393
5	10	311	6096	3593	5485
5	11	152	6091	3757	5568
5	12	92	6088	3820	5634
5	13	46	6088	3866	5680
5	14	25	6088	3887	5720
5	15	8	6088	3904	5748
5	16	4	6087	3909	5775
5	17	1	6087	3912	5801
5	18	1	6087	3912	5818
5	19	1	6087	3912	5835
5	20	1	6087	3912	5846
5	21	0	6087	3913	5855
6	0	1200	8800	0	0
6	1	1902	8098	0	1627
6	2	2615	7385	0	2857
6	3	3053	6947	0	3650
6	4	3347	6653	0	4161
6	5	2397	6407	1196	4598
6	6	1855	6243	1902	4906
6	7	1205	6180	2615	5119
6	8	813	6134	3053	5270
6	9	540	6113	3347	5393
6	10	311	6096	3593	5485
6	11	152	6091	3757	5568
6	12	92	6088	3820	5634
6	13	46	6088	3866	5680
6	14	25	6088	3887	5720
6	15	8	6088	3904	5748
6	16	4	6087	3909	5775
6	17	1	6087	3912	5801
6	18	1	6087	3912	5818
6	19	1	6087	3912	5835
6	20	1	6087	3912	5846
6	21	0	6087	3913	5855
7	0	1200	8800	0	0
7	1	1902	8098	0	1627
7	2	2615	7385	0	2857
7	3	3053	6947	0	3650
7	4	3347	6653	0	4161
7	5	2397	6407	1196	4598
7	6	1855	6243	1902	4906
7	7	1205	6180	2615	5119
7	8	813	6134	3053	5270
7	9	540	6113	3347	5393
7	10	311	6096	3593	5485
7	11	152	6091	3757	5568
7	12	92	6088	3820	5634
7	13	46	6088	3866	5680
7	14	25	6088	3887	5720
7	15	8	6088	3904	5748
7	16	4	6087	3909	5775
7	17	1	6087	3912	5801
7	18	1	6087	3912	5818
7	19	1	6087	3912	5835
7	20	1	6087	3912	5846
7	21	0	6087	3913	5855
8	0	1200	8800	0	0
8	1	1902	8098	0	1627
8	2	2615	7385	0	2857
8	3	3053	6947	0	3650
8	4	3347	6653	0	4161
8	5	2397	6407	1196	4598
8	6	1855	6243	1902	4906
8	7	1205	6180	2615	5119
8	8	813	6134	3053	5270
8	9	540	6113	3347	5393
8	10	311	6096	3593	5485
8	11	152	6091	3757	5568
8	12	92	6088	3820	5634
8	13	46	6088	3866	5680
8	14	25	6088	3887	5720
8	15	8	6088	3904	5748
8	16	4	6087	3909	5775
8	17	1	6087	3912	5801
8	18	1	6087	3912	5818
8	19	1	6087	3912	5835
8	20	1	6087	3912	5846
8	21	0	6087	3913	5855
9	0	1200	8800	0	0
9	1	1902	8098	0	1627
9	2	2615	7385	0	2857
9	3	3053	6947	0	3650
9	4	3347	6653	0	4161
9	5	2397	6407	1196	4598
9	6	1855	6243	1902	4906
9	7	1205	6180	2615	5119
9	8	813	6134	3053	5270
9	9	540	6113	3347	5393
9	10	311	6096	3593	5485
9	11	152	6091	3757	5568
9	12	92	6088	3820	5634
9	13	46	6088	3866	5680
9	14	25	6088	3887	5720
9	15	8	6088	3904	5748
9	16	4	6087	3909	5775
9	17	1	6087	3912	5801
9	18	1	6087	3912	5818
9	19	1	6087	3912	5835
9	20	1	6087	3912	5846
9	21	0	6087	3913	5855
10	0	1200	8800	0	0
10	1	1776	8224	0	1567
10	2	2340	7660	0	2648
10	3	2787	7213	0	3476
10	4	3154	6846	0	4125
10	5	2230	6590	1180	4574
10	6	1811	6413	1776	4925
10	7	1343	6317	2340	5170
10	8	943	6270	2787	5348
10	9	608	6238	3154	5468
10	10	372	6218	3410	5581
10	11	201	6212	3587	5660
10	12	106	6211	3683	5720
10	13	59	6211	3730	5765
10	14	28	6210	3762	5815
10	15	8	6210	3782	5851
10	16	2	6210	3788	5878
10	17	1	6210	3789	5898
10	18	1	6210	3789	5910
10	19	0	6210	3790	5926
11	0	1200	8800	0	0
11	1	1776	8224	0	1567
11	2	2340	7660	0	2648
11	3	2787	7213	0	3476
11	4	3154	6846	0	4125
11	5	2230	6590	1180	4574
11	6	1811	6413	1776	4925
11	7	1343	6317	2340	5170
11	8	943	6270	2787	5348
11	9	608	6238	3154	5468
11	10	372	6218	3410	5581
11	11	201	6212	3587	5660
11	12	106	6211	3683	5720
11	13	59	6211	3730	5765
11	14	28	6210	3762	5815
11	15	8	6210	3782	5851
11	16	2	6210	3788	5878
11	17	1	6210	3789	5898
11	18	1	6210	3789	5910
11	19	0	6210	3790	5926
12	0	1200	8800	0	0
12	1	1776	8224	0	1567
12	2	2340	7660	0	2648
12	3	2787	7213	0	3476
12	4	3154	6846	0	4125
12	5	2230	6590	1180	4574
12	6	1811	6413	1776	4925
12	7	1343	6317	2340	5170
12	8	943	6270	2787	5348
12	9	608	6238	3154	5468
12	10	372	6218	3410	5581
12	11	201	6212	3587	5660
12	12	106	6211	3683	5720
12	13	59	6211	3730	5765
12	14	28	6210	3762	5815
12	15	8	6210	3782	5851
12	16	2	6210	3788	5878
12	17	1	6210	3789	5898
12	18	1	6210	3789	5910
12	19	0	6210	3790	5926
13	0	1200	8800	0	0
13	1	1776	8224	0	1567
13	2	2340	7660	0	2648
13	3	2787	7213	0	3476
13	4	3154	6846	0	4125
13	5	2230	6590	1180	4574
13	6	1811	6413	1776	4925
13	7	1343	6317	2340	5170
13	8	943	6270	2787	5348
13	9	608	6238	3154	5468
13	10	372	6218	3410	5581
13	11	201	6212	3587	5660
13	12	106	6211	3683	5720
13	13	59	6211	3730	5765
13	14	28	6210	3762	5815
13	15	8	6210	3782	5851
13	16	2	6210	3788	5878
13	17	1	6210	3789	5898
13	18	1	6210	3789	5910
13	19	0	6210	3790	5926
14	0	1200	8800	0	0
14	1	1776	8224	0	1567
14	2	2340	7660	0	2648
14	3	2787	7213	0	3476
14	4	3154	6846	0	4125
14	5	2230	6590	1180	4574
14	6	1811	6413	1776	4925
14	7	1343	6317	2340	5170
14	8	943	6270	2787	5348
14	9	608	6238	3154	5468
14	10	372	6218	3410	5581
14	11	201	6212	3587	5660
14	12	106	6211	3683	5720
14	13	59	6211	3730	5765
14	14	28	6210	3762	5815
14	15	8	6210	3782	5851
14	16	2	6210	3788	5878
14	17	1	6210	3789	5898
14	18	1	6210	3789	5910
14	19	0	6210	3790	5926
15	0	1200	8800	0	0
15	1	1873	8127	0	1749
15	2	2490	7510	0	3012
15	3	2896	7104	0	3727
15	4	3184	6816	0	4307
15	5	2206	6606	1188	4794
15	6	1660	6467	1873	5124
15	7	1116	6394	2490	5331
15	8	745	6359	2896	5507
15	9	483	6333	3184	5636
15	10	281	6325	3394	5724
15	11	147	6320	3533	5810
15	12	74	6320	3606	5874
15	13	41	6318	3641	5916
15	14	15	6318	3667	5962
15	15	7	6318	3675	6000
15	16	2	6318	3680	6023
15	17	2	6318	3680	6040
15	18	0	6318	3682	6049
16	0	1200	8800	0	0
16	1	1873	8127	0	1749
16	2	2490	7510	0	3012
16	3	2896	7104	0	3727
16	4	3184	6816	0	4307
16	5	2206	6606	1188	4794
16	6	1660	6467	1873	5124
16	7	1116	6394	2490	5331
16	8	745	6359	2896	5507
16	9	483	6333	3184	5636
16	10	281	6325	3394	5724
16	11	147	6320	3533	5810
16	12	74	6320	3606	5874
16	13	41	6318	3641	5916
16	14	15	6318	3667	5962
16	15	7	6318	3675	6000
16	16	2	6318	3680	6023
16	17	2	6318	3680	6040
16	18	0	6318	3682	6049
17	0	1200	8800	0	0
17	1	1873	8127	0	1749
17	2	2490	7510	0	3012
17	3	2896	7104	0	3727
17	4	3184	6816	0	4307
17	5	2206	6606	1188	4794
17	6	1660	6467	1873	5124
17	7	1116	6394	2490	5331
17	8	745	6359	2896	5507
17	9	483	6333	3184	5636
17	10	281	6325	3394	5724
17	11	147	6320	3533	5810
17	12	74	6320	3606	5874
17	13	41	6318	3641	5916
17	14	15	6318	3667	5962
17	15	7	6318	3675	6000
17	16	2	6318	3680	6023
17	17	2	6318	3680	6040
17	18	0	6318	3682	6049
18	0	1200	8800	0	0
18	1	1873	8127	0	1749
18	2	2490	7510	0	3012
18	3	2896	7104	0	3727
18	4	3184	6816	0	4307
18	5	2206	6606	1188	4794
18	6	1660	6467	1873	5124
18	7	1116	6394	2490	5331
18	8	745	6359	2896	5507
18	9	483	6333	3184	5636
18	10	281	6325	3394	5724
18	11	147	6320	3533	5810
18	12	74	6320	3606	5874
18	13	41	6318	3641	5916
18	14	15	6318	3667	5962
18	15	7	6318	3675	6000
18	16	2	6318	3680	6023
18	17	2	6318	3680	6040
18	18	0	6318	3682	6049
19	0	1200	8800	0	0
19	1	1873	8127	0	1749
19	2	2490	7510	0	3012
19	3	2896	7104	0	3727
19	4	3184	6816	0	4307
19	5	2206	6606	1188	4794
19	6	1660	6467	1873	5124
19	7	1116	6394	2490	5331
19	8	745	6359	2896	5507
19	9	483	6333	3184	5636
19	10	281	6325	3394	5724
19	11	147	6320	3533	5810
19	12	74	6320	3606	5874
19	13	41	6318	3641	5916
19	14	15	6318	3667	5962
19	15	7	6318	3675	6000
19	16	2	6318	3680	6023
19	17	2	6318	3680	6040
19	18	0	6318	3682	6049
20	0	1200	8800	0	0
20	1	1766	8234	0	1591
20	2	2438	7562	0	2750
20	3	2903	7097	0	3569
20	4	3233	6767	0	4190
20	5	2252	6585	1163	4610
20	6	1815	6419	1766	4937
20	7	1238	6324	2438	5177
20	8	820	6277	2903	5336
20	9	508	6259	3233	5475
20	10	336	6249	3415	5588
20	11	177	6242	3581	5694
20	12	84	6240	3676	5760
20	13	39	6238	3723	5814
20	14	22	6237	3741	5848
20	15	12	6237	3751	5881
20	16	5	6237	3758	5913
20	17	3	6237	3760	5939
20	18	1	6237	3762	5966
20	19	0	6237	3763	5982
1	0	1200	8800	0	0
1	1	1766	8234	0	3008
1	2	2278	7722	0	4923
1	3	2527	7473	0	5907
1	4	2635	7365	0	6416
1	5	1551	7286	1163	6664
1	6	967	7267	1766	6812
1	7	461	7261	2278	6910
1	8	215	7258	2527	6972
1	9	107	7258	2635	7006
1	10	28	7258	2714	7028
1	11	9	7258	2733	7044
1	12	3	7258	2739	7048
1	13	0	7258	2742	7054
2	0	1200	8800	0	0
2	1	1766	8234	0	3008
2	2	2278	7722	0	4923
2	3	2527	7473	0	5907
2	4	2635	7365	0	6416
2	5	1551	7286	1163	6664
2	6	967	7267	1766	6812
2	7	461	7261	2278	6910
2	8	215	7258	2527	6972
2	9	107	7258	2635	7006
2	10	28	7258	2714	7028
2	11	9	7258	2733	7044
2	12	3	7258	2739	7048
2	13	0	7258	2742	7054
3	0	1200	8800	0	0
3	1	1766	8234	0	3008
3	2	2278	7722	0	4923
3	3	2527	7473	0	5907
3	4	2635	7365	0	6416
3	5	1551	7286	1163	6664
3	6	967	7267	1766	6812
3	7	461	7261	2278	6910
3	8	215	7258	2527	6972
3	9	107	7258	2635	7006
3	10	28	7258	2714	7028
3	11	9	7258	2733	7044
3	12	3	7258	2739	7048
3	13	0	7258	2742	7054
4	0	1200	8800	0	0
4	1	1766	8234	0	3008
4	2	2278	7722	0	4923
4	3	2527	7473	0	5907
4	4	2635	7365	0	6416
4	5	1551	7286	1163	6664
4	6	967	7267	1766	6812
4	7	461	7261	2278	6910
4	8	215	7258	2527	6972
4	9	107	7258	2635	7006
4	10	28	7258	2714	7028
4	11	9	7258	2733	7044
4	12	3	7258	2739	7048
4	13	0	7258	2742	7054
5	0	1200	8800	0	0
5	1	1766	8234	0	3008
5	2	2278	7722	0	4923
5	3	2527	7473	0	5907
5	4	2635	7365	0	6416
5	5	1551	7286	1163	6664
5	6	967	7267	1766	6812
5	7	461	7261	2278	6910
5	8	215	7258	2527	6972
5	9	107	7258	2635	7006
5	10	28	7258	2714	7028
5	11	9	7258	2733	7044
5	12	3	7258	2739	7048
5	13	0	7258	2742	7054
6	0	1200	8800	0	0
6	1	1889	8111	0	3186
6	2	2354	7646	0	4930
6	3	2577	7423	0	5861
6	4	2698	7302	0	6317
6	5	1611	7220	1169	6589
6	6	927	7184	1889	6748
6	7	470	7176	2354	6846
6	8	249	7174	2577	6896
6	9	129	7173	2698	6931
6	10	47	7173	2780	6950
6	11	11	7173	2816	6960
6	12	3	7173	2824	6967
6	13	1	7173	2826	6972
6	14	0	7173	2827	6972
7	0	1200	8800	0	0
7	1	1889	8111	0	3186
7	2	2354	7646	0	4930
7	3	2577	7423	0	5861
7	4	2698	7302	0	6317
7	5	1611	7220	1169	6589
7	6	927	7184	1889	6748
7	7	470	7176	2354	6846
7	8	249	7174	2577	6896
7	9	129	7173	2698	6931
7	10	47	7173	2780	6950
7	11	11	7173	2816	6960
7	12	3	7173	2824	6967
7	13	1	7173	2826	6972
7	14	0	7173	2827	6972
8	0	1200	8800	0	0
8	1	1889	8111	0	3186
8	2	2354	7646	0	4930
8	3	2577	7423	0	5861
8	4	2698	7302	0	6317
8	5	1611	7220	1169	6589
8	6	927	7184	1889	6748
8	7	470	7176	2354	6846
8	8	249	7174	2577	6896
8	9	129	7173	2698	6931
8	10	47	7173	2780	6950
8	11	11	7173	2816	6960
8	12	3	7173	2824	6967
8	13	1	7173	2826	6972
8	14	0	7173	2827	6972
9	0	1200	8800	0	0
9	1	1889	8111	0	3186
9	2	2354	7646	0	4930
9	3	2577	7423	0	5861
9	4	2698	7302	0	6317
9	5	1611	7220	1169	6589
9	6	927	7184	1889	6748
9	7	470	7176	2354	6846
9	8	249	7174	2577	6896
9	9	129	7173	2698	6931
9	10	47	7173	2780	6950
9	11	11	7173	2816	6960
9	12	3	7173	2824	6967
9	13	1	7173	2826	6972
9	14	0	7173	2827	6972
10	0	1200	8800	0	0
10	1	1889	8111	0	3186
10	2	2354	7646	0	4930
10	3	2577	7423	0	5861
10	4	2698	7302	0	6317
10	5	1611	7220	1169	6589
10	6	927	7184	1889	6748
10	7	470	7176	2354	6846
10	8	249	7174	2577	6896
10	9	129	7173	2698	6931
10	10	47	7173	2780	6950
10	11	11	7173	2816	6960
10	12	3	7173	2824	6967
10	13	1	7173	2826	6972
10	14	0	7173	2827	6972
11	0	1200	8800	0	0
11	1	1780	8220	0	3198
11	2	2173	7827	0	4941
11	3	2392	7608	0	5845
11	4	2498	7502	0	6443
11	5	1374	7451	1175	6740
11	6	795	7425	1780	6933
11	7	413	7414	2173	7044
11	8	195	7413	2392	7126
11	9	89	7413	2498	7163
11	10	39	7412	2549	7185
11	11	13	7412	2575	7195
11	12	2	7412	2586	7203
11	13	1	7412	2587	7207
11	14	1	7412	2587	7209
11	15	0	7412	2588	7210
12	0	1200	8800	0	0
12	1	1780	8220	0	3198
12	2	2173	7827	0	4941
12	3	2392	7608	0	5845
12	4	2498	7502	0	6443
12	5	1374	7451	1175	6740
12	6	795	7425	1780	6933
12	7	413	7414	2173	7044
12	8	195	7413	2392	7126
12	9	89	7413	2498	7163
12	10	39	7412	2549	7185
12	11	13	7412	2575	7195
12	12	2	7412	2586	7203
12	13	1	7412	2587	7207
12	14	1	7412	2587	7209
12	15	0	7412	2588	7210
13	0	1200	8800	0	0
13	1	1780	8220	0	3198
13	2	2173	7827	0	4941
13	3	2392	7608	0	5845
13	4	2498	7502	0	6443
13	5	1374	7451	1175	6740
13	6	795	7425	1780	6933
13	7	413	7414	2173	7044
13	8	195	7413	2392	7126
13	9	89	7413	2498	7163
13	10	39	7412	2549	7185
13	11	13	7412	2575	7195
13	12	2	7412	2586	7203
13	13	1	7412	2587	7207
13	14	1	7412	2587	7209
13	15	0	7412	2588	7210
14	0	1200	8800	0	0
14	1	1780	8220	0	3198
14	2	2173	7827	0	4941
14	3	2392	7608	0	5845
14	4	2498	7502	0	6443
14	5	1374	7451	1175	6740
14	6	795	7425	1780	6933
14	7	413	7414	2173	7044
14	8	195	7413	2392	7126
14	9	89	7413	2498	7163
14	10	39	7412	2549	7185
14	11	13	7412	2575	7195
14	12	2	7412	2586	7203
14	13	1	7412	2587	7207
14	14	1	7412	2587	7209
14	15	0	7412	2588	7210
15	0	1200	8800	0	0
15	1	1780	8220	0	3198
15	2	2173	7827	0	4941
15	3	2392	7608	0	5845
15	4	2498	7502	0	6443
15	5	1374	7451	1175	6740
15	6	795	7425	1780	6933
15	7	413	7414	2173	7044
15	8	195	7413	2392	7126
15	9	89	7413	2498	7163
15	10	39	7412	2549	7185
15	11	13	7412	2575	7195
15	12	2	7412	2586	7203
15	13	1	7412	2587	7207
15	14	1	7412	2587	7209
15	15	0	7412	2588	7210
16	0	1200	8800	0	0
16	1	1780	8220	0	3198
16	2	2173	7827	0	4941
16	3	2392	7608	0	5845
16	4	2498	7502	0	6443
16	5	1374	7451	1175	6740
16	6	795	7425	1780	6933
16	7	413	7414	2173	7044
16	8	195	7413	2392	7126
16	9	89	7413	2498	7163
16	10	39	7412	2549	7185
16	11	13	7412	2575	7195
16	12	2	7412	2586	7203
16	13	1	7412	2587	7207
16	14	1	7412	2587	7209
16	15	0	7412	2588	7210
17	0	1200	8800	0	0
17	1	1850	8150	0	3176
17	2	2308	7692	0	4844
17	3	2549	7451	0	5799
17	4	2669	7331	0	6344
17	5	1560	7266	1174	6620
17	6	901	7249	1850	6781
17	7	449	7243	2308	6892
17	8	210	7241	2549	6951
17	9	91	7240	2669	6978
17	10	26	7240	2734	7005
17	11	9	7240	2751	7020
17	12	3	7240	2757	7028
17	13	1	7240	2759	7031
17	14	0	7240	2760	7035
18	0	1200	8800	0	0
18	1	1850	8150	0	3176
18	2	2308	7692	0	4844
18	3	2549	7451	0	5799
18	4	2669	7331	0	6344
18	5	1560	7266	1174	6620
18	6	901	7249	1850	6781
18	7	449	7243	2308	6892
18	8	210	7241	2549	6951
18	9	91	7240	2669	6978
18	10	26	7240	2734	7005
18	11	9	7240	2751	7020
18	12	3	7240	2757	7028
18	13	1	7240	2759	7031
18	14	0	7240	2760	7035
19	0	1200	8800	0	0
19	1	1850	8150	0	3176
19	2	2308	7692	0	4844
19	3	2549	7451	0	5799
19	4	2669	7331	0	6344
19	5	1560	7266	1174	6620
19	6	901	7249	1850	6781
19	7	449	7243	2308	6892
19	8	210	7241	2549	6951
19	9	91	7240	2669	6978
19	10	26	7240	2734	7005
19	11	9	7240	2751	7020
19	12	3	7240	2757	7028
19	13	1	7240	2759	7031
19	14	0	7240	2760	7035
20	0	1200	8800	0	0
20	1	1850	8150	0	3176
20	2	2308	7692	0	4844
20	3	2549	7451	0	5799
20	4	2669	7331	0	6344
20	5	1560	7266	1174	6620
20	6	901	7249	1850	6781
20	7	449	7243	2308	6892
20	8	210	7241	2549	6951
20	9	91	7240	2669	6978
20	10	26	7240	2734	7005
20	11	9	7240	2751	7020
20	12	3	7240	2757	7028
20	13	1	7240	2759	7031
20	14	0	7240	2760	7035
1	0	1200	8800	0	0
1	1	1850	8150	0	4694
1	2	2161	7839	0	6488
1	3	2255	7745	0	7115
1	4	2295	7705	0	7348
1	5	1133	7693	1174	7435
1	6	457	7693	1850	7473
1	7	146	7693	2161	7487
1	8	52	7693	2255	7492
1	9	12	7693	2295	7492
1	10	0	7693	2307	7493
2	0	1200	8800	0	0
2	1	1905	8095	0	4525
2	2	2248	7752	0	6426
2	3	2369	7631	0	7053
2	4	2407	7593	0	7268
2	5	1224	7584	1192	7339
2	6	516	7579	1905	7367
2	7	174	7578	2248	7372
2	8	53	7578	2369	7376
2	9	15	7578	2407	7378
2	10	6	7578	2416	7378
2	11	1	7578	2421	7378
2	12	0	7578	2422	7378
3	0	1200	8800	0	0
3	1	1905	8095	0	4525
3	2	2248	7752	0	6426
3	3	2369	7631	0	7053
3	4	2407	7593	0	7268
3	5	1224	7584	1192	7339
3	6	516	7579	1905	7367
3	7	174	7578	2248	7372
3	8	53	7578	2369	7376
3	9	15	7578	2407	7378
3	10	6	7578	2416	7378
3	11	1	7578	2421	7378
3	12	0	7578	2422	7378
4	0	1200	8800	0	0
4	1	1905	8095	0	4525
4	2	2248	7752	0	6426
4	3	2369	7631	0	7053
4	4	2407	7593	0	7268
4	5	1224	7584	1192	7339
4	6	516	7579	1905	7367
4	7	174	7578	2248	7372
4	8	53	7578	2369	7376
4	9	15	7578	2407	7378
4	10	6	7578	2416	7378
4	11	1	7578	2421	7378
4	12	0	7578	2422	7378
5	0	1200	8800	0	0
5	1	1905	8095	0	4525
5	2	2248	7752	0	6426
5	3	2369	7631	0	7053
5	4	2407	7593	0	7268
5	5	1224	7584	1192	7339
5	6	516	7579	1905	7367
5	7	174	7578	2248	7372
5	8	53	7578	2369	7376
5	9	15	7578	2407	7378
5	10	6	7578	2416	7378
5	11	1	7578	2421	7378
5	12	0	7578	2422	7378
6	0	1200	8800	0	0
6	1	1905	8095	0	4525
6	2	2248	7752	0	6426
6	3	2369	7631	0	7053
6	4	2407	7593	0	7268
6	5	1224	7584	1192	7339
6	6	516	7579	1905	7367
6	7	174	7578	2248	7372
6	8	53	7578	2369	7376
6	9	15	7578	2407	7378
6	10	6	7578	2416	7378
6	11	1	7578	2421	7378
6	12	0	7578	2422	7378
7	0	1200	8800	0	0
7	1	1814	8186	0	4841
7	2	2105	7895	0	6626
7	3	2194	7806	0	7214
7	4	2222	7778	0	7435
7	5	1048	7764	1188	7513
7	6	425	7761	1814	7543
7	7	134	7761	2105	7554
7	8	45	7761	2194	7559
7	9	17	7761	2222	7560
7	10	3	7761	2236	7561
7	11	0	7761	2239	7561
8	0	1200	8800	0	0
8	1	1814	8186	0	4841
8	2	2105	7895	0	6626
8	3	2194	7806	0	7214
8	4	2222	7778	0	7435
8	5	1048	7764	1188	7513
8	6	425	7761	1814	7543
8	7	134	7761	2105	7554
8	8	45	7761	2194	7559
8	9	17	7761	2222	7560
8	10	3	7761	2236	7561
8	11	0	7761	2239	7561
9	0	1200	8800	0	0
9	1	1814	8186	0	4841
9	2	2105	7895	0	6626
9	3	2194	7806	0	7214
9	4	2222	7778	0	7435
9	5	1048	7764	1188	7513
9	6	425	7761	1814	7543
9	7	134	7761	2105	7554
9	8	45	7761	2194	7559
9	9	17	7761	2222	7560
9	10	3	7761	2236	7561
9	11	0	7761	2239	7561
10	0	1200	8800	0	0
10	1	1814	8186	0	4841
10	2	2105	7895	0	6626
10	3	2194	7806	0	7214
10	4	2222	7778	0	7435
10	5	1048	7764	1188	7513
10	6	425	7761	1814	7543
10	7	134	7761	2105	7554
10	8	45	7761	2194	7559
10	9	17	7761	2222	7560
10	10	3	7761	2236	7561
10	11	0	7761	2239	7561
11	0	1200	8800	0	0
11	1	1814	8186	0	4841
11	2	2105	7895	0	6626
11	3	2194	7806	0	7214
11	4	2222	7778	0	7435
11	5	1048	7764	1188	7513
11	6	425	7761	1814	7543
11	7	134	7761	2105	7554
11	8	45	7761	2194	7559
11	9	17	7761	2222	7560
11	10	3	7761	2236	7561
11	11	0	7761	2239	7561
12	0	1200	8800	0	0
12	1	1814	8186	0	4841
12	2	2105	7895	0	6626
12	3	2194	7806	0	7214
12	4	2222	7778	0	7435
12	5	1048	7764	1188	7513
12	6	425	7761	1814	7543
12	7	134	7761	2105	7554
12	8	45	7761	2194	7559
12	9	17	7761	2222	7560
12	10	3	7761	2236	7561
12	11	0	7761	2239	7561
13	0	1200	8800	0	0
13	1	1872	8128	0	4721
13	2	2146	7854	0	6400
13	3	2253	7747	0	7100
13	4	2282	7718	0	7348
13	5	1114	7704	1182	7444
13	6	425	7703	1872	7478
13	7	151	7703	2146	7493
13	8	44	7703	2253	7499
13	9	15	7703	2282	7502
13	10	1	7703	2296	7502
13	11	0	7703	2297	7502
14	0	1200	8800	0	0
14	1	1872	8128	0	4721
14	2	2146	7854	0	6400
14	3	2253	7747	0	7100
14	4	2282	7718	0	7348
14	5	1114	7704	1182	7444
14	6	425	7703	1872	7478
14	7	151	7703	2146	7493
14	8	44	7703	2253	7499
14	9	15	7703	2282	7502
14	10	1	7703	2296	7502
14	11	0	7703	2297	7502
15	0	1200	8800	0	0
15	1	1872	8128	0	4721
15	2	2146	7854	0	6400
15	3	2253	7747	0	7100
15	4	2282	7718	0	7348
15	5	1114	7704	1182	7444
15	6	425	7703	1872	7478
15	7	151	7703	2146	7493
15	8	44	7703	2253	7499
15	9	15	7703	2282	7502
15	10	1	7703	2296	7502
15	11	0	7703	2297	7502
16	0	1200	8800	0	0
16	1	1872	8128	0	4721
16	2	2146	7854	0	6400
16	3	2253	7747	0	7100
16	4	2282	7718	0	7348
16	5	1114	7704	1182	7444
16	6	425	7703	1872	7478
16	7	151	7703	2146	7493
16	8	44	7703	2253	7499
16	9	15	7703	2282	7502
16	10	1	7703	2296	7502
16	11	0	7703	2297	7502
17	0	1200	8800	0	0
17	1	1872	8128	0	4721
17	2	2146	7854	0	6400
17	3	2253	7747	0	7100
17	4	2282	7718	0	7348
17	5	1114	7704	1182	7444
17	6	425	7703	1872	7478
17	7	151	7703	2146	7493
17	8	44	7703	2253	7499
17	9	15	7703	2282	7502
17	10	1	7703	2296	7502
17	11	0	7703	2297	7502
18	0	1200	8800	0	0
18	1	1756	8244	0	4693
18	2	2092	7908	0	6573
18	3	2175	7825	0	7224
18	4	2203	7797	0	7454
18	5	1024	7789	1187	7537
18	6	458	7786	1756	7557
18	7	123	7785	2092	7574
18	8	40	7785	2175	7581
18	9	12	7785	2203	7583
18	10	4	7785	2211	7584
18	11	1	7785	2214	7585
18	12	0	7785	2215	7585
19	0	1200	8800	0	0
19	1	1756	8244	0	4693
19	2	2092	7908	0	6573
19	3	2175	7825	0	7224
19	4	2203	7797	0	7454
19	5	1024	7789	1187	7537
19	6	458	7786	1756	7557
19	7	123	7785	2092	7574
19	8	40	7785	2175	7581
19	9	12	7785	2203	7583
19	10	4	7785	2211	7584
19	11	1	7785	2214	7585
19	12	0	7785	2215	7585
20	0	1200	8800	0	0
20	1	1756	8244	0	4693
20	2	2092	7908	0	6573
20	3	2175	7825	0	7224
20	4	2203	7797	0	7454
20	5	1024	7789	1187	7537
20	6	458	7786	1756	7557
20	7	123	7785	2092	7574
20	8	40	7785	2175	7581
20	9	12	7785	2203	7583
20	10	4	7785	2211	7584
20	11	1	7785	2214	7585
20	12	0	7785	2215	7585
1	0	1200	8800	0	0
1	1	1756	8244	0	6344
1	2	1914	8086	0	7615
1	3	1938	8062	0	7812
1	4	1939	8061	0	7856
1	5	752	8061	1187	7861
1	6	183	8061	1756	7861
1	7	25	8061	1914	7861
1	8	1	8061	1938	7861
1	9	0	8061	1939	7861
2	0	1200	8800	0	0
2	1	1756	8244	0	6344
2	2	1914	8086	0	7615
2	3	1938	8062	0	7812
